changeID,project,insertions,deletions,accountID,verified
0,396861,openstack-dev/ci-sandbox,1,1,22312
1,439831,openstack-infra/zuul,95,25,6589
0,316575,openstack-dev/ci-sandbox,3,1,21817
1,236840,openstack/neutron-specs,173,0,17776
0,321365,openstack-dev/ci-sandbox,1,0,18741
0,325133,openstack-dev/ci-sandbox,1,0,21931
1,309204,openstack/horizon,128,9,6650
1,354558,openstack/neutron-lbaas,45,0,1313
0,337785,openstack-dev/ci-sandbox,1,0,22495
0,390235,openstack-dev/sandbox,25,0,23936
0,413420,openstack-dev/ci-sandbox,0,0,23729
1,453968,openstack-infra/nodepool,69,6,7191
0,346431,openstack-dev/ci-sandbox,1,0,22495
1,433474,openstack/tacker,1606,22,20560
0,226990,openstack/cinder,21,8,4523
1,297958,openstack/python-swiftclient,92,0,20403
0,391974,openstack/charm-ceilometer,62,4,6737
1,457598,openstack/cookbook-openstack-common,3,0,25780
0,446288,openstack/nova,123,1,24152
0,421280,openstack/fuel-ccp,8,0,7710
0,452814,openstack/fuel-library,72,29,13344
0,444523,openstack/nova,111,111,1063
1,458172,openstack/openstack-ansible,25,1,14552
1,448210,openstack/valence,731,3,10206
1,413031,openstack/fuel-web,6,1,13344
1,447875,openstack/python-cloudkittyclient,0,4,23848
1,437431,openstack-infra/tripleo-ci,63,49,7144
0,453201,openstack/sahara-image-elements,6,5,8932
0,340395,openstack/nova,16,20,18603
1,448290,openstack/syntribos,13,1,17709
1,443474,openstack-infra/git-review,1,1,25393
0,402361,openstack/nova,12,11,19858
1,443559,openstack/diskimage-builder,2,2,22403
0,273449,openstack/rally,24,9,18785
0,343206,openstack-dev/ci-sandbox,3,0,22495
0,315993,openstack-dev/ci-sandbox,5,0,21817
0,451257,openstack/neutron,42,5,9200
0,459057,openstack/rpm-packaging,2,0,6593
0,337003,openstack-dev/ci-sandbox,1,0,22495
1,446151,openstack/tripleo-quickstart,104,35,9592
0,423402,openstack/nova,59,97,9555
0,343468,openstack-dev/ci-sandbox,1,0,22495
0,343907,openstack-dev/sandbox,1,0,22850
1,360636,openstack/python-ironicclient,107,0,17270
0,343147,openstack-dev/ci-sandbox,1,0,22495
1,458322,openstack/heat,331,490,8289
0,337339,openstack-dev/ci-sandbox,1,0,21976
1,406001,openstack/cinder,0,400,21813
1,143982,openstack/magnetodb-specs,166,0,8414
1,448394,openstack/watcher-specs,151,0,22714
1,381147,openstack/tricircle,7,7,11131
0,383844,openstack/murano,25,24,23733
0,390308,openstack-dev/sandbox,1,1,23923
1,255186,openstack-infra/log_processor,10,1,1921
1,452318,openstack/cinder,46,19,23276
0,337010,openstack-dev/ci-sandbox,1,0,21976
0,337869,openstack-dev/ci-sandbox,1,0,21976
0,452332,openstack-dev/ci-sandbox,0,0,22501
0,439057,openstack-infra/zuul,5,5,13413
1,235930,openstack-dev/devstack,51,0,7166
1,433521,openstack/python-cueclient,20,2,21797
1,386717,openstack-infra/infra-specs,180,0,6547
0,337341,openstack-dev/ci-sandbox,1,0,21976
0,337873,openstack-dev/ci-sandbox,1,0,21976
1,454311,openstack/valence,36,33,12597
1,456850,openstack/heat,13,0,25493
0,425030,openstack/nova,4,3,8556
1,178857,openstack/python-glanceclient,19,9,12114
0,408241,openstack/nova,125,89,7730
0,442105,openstack/nova,48,4,10135
0,362807,openstack-dev/ci-sandbox,2,0,20303
0,335036,openstack-dev/ci-sandbox,1,0,22495
0,334675,openstack-dev/devstack,16,16,7662
1,457575,openstack/packstack,6,4,13294
1,420091,openstack-infra/system-config,3,2,4162
0,455778,openstack/nova,50,23,9708
0,452029,openstack-dev/ci-sandbox,0,0,22501
0,453261,openstack/charm-nova-cloud-controller,6261,135,20870
1,404661,openstack/fuel-plugin-opendaylight,3,0,8362
0,444299,openstack/charm-keystone,184,1,25409
1,436042,openstack/networking-hyperv,1363,0,13539
0,443582,openstack/fuel-library,3,3,8786
1,451953,openstack/networking-bagpipe,8,12,12021
1,346463,openstack-dev/ci-sandbox,1,0,22495
0,338882,openstack-dev/sandbox,5,0,22559
1,445058,openstack/ara,73,0,7294
0,442745,openstack/charm-percona-cluster,77,16,20805
1,457811,openstack/tripleo-heat-templates,3,1,8297
1,451408,openstack/dragonflow,251,1,11159
1,321815,openstack/python-swiftclient,7,11,1179
1,443649,openstack/ironic-python-agent,46,60,6773
0,456536,openstack/fuel-library,100,47,16771
1,453547,openstack/freezer-api,2,1,21224
0,412721,openstack-dev/ci-sandbox,0,0,23729
0,337172,openstack-dev/ci-sandbox,1,0,21976
1,458966,openstack/development-proposals,1,1,4162
1,447513,openstack/horizon,1,1,21539
0,347332,openstack-dev/ci-sandbox,1,0,22495
1,329799,openstack-infra/nodepool,3,1,14039
0,346458,openstack-dev/ci-sandbox,1,0,22495
0,453983,openstack-infra/zuul,6,0,7191
1,345550,openstack-infra/gerrit,29,15,6987
1,385644,openstack/nova,256,3,21111
0,454667,openstack/vmware-nsx,20,40,1653
1,389216,openstack/nova-specs,162,0,20676
1,454280,openstack/tripleo-ui,9,0,20970
1,454721,openstack/masakari,43,0,20191
0,389011,openstack-dev/sandbox,2,0,22102
1,455544,openstack/cinder,151,44,6062
0,337342,openstack-dev/ci-sandbox,1,0,21976
0,258598,openstack/fuel-astute,2,1,13505
0,347325,openstack-dev/ci-sandbox,1,0,22495
0,276433,openstack/cinder,773,905,17405
0,320832,openstack/nova,104,0,11433
0,451275,openstack/vmware-nsx,449,1,20363
0,446239,openstack/nova,765,114,4393
1,444675,openstack/pyghmi,10,6,25422
0,385969,openstack-dev/ci-sandbox,0,0,15362
0,456266,openstack-dev/devstack,1,4,8749
0,388345,openstack/nova,11,13,18339
0,343285,openstack-dev/ci-sandbox,1,0,22495
1,388297,openstack/vitrage-dashboard,1,1,21069
0,414934,openstack/rally,158,1,21528
0,346599,openstack-dev/ci-sandbox,1,0,22495
1,454813,openstack/interop,3,2,6167
1,453537,openstack/nova,4,7,13915
1,343041,openstack-infra/devstack-gate,48,30,1131
0,337344,openstack-dev/ci-sandbox,1,0,21976
0,343551,openstack-dev/ci-sandbox,1,0,22495
1,411862,openstack/magnum,214,46,8151
1,455025,openstack-infra/storyboard-webclient,12,8,16960
1,449406,openstack/oslo.cache,2,2,9414
0,398409,openstack-dev/ci-sandbox,3,0,18412
1,390890,openstack/requirements,1,1,14348
1,453077,openstack/nova,99,18,9708
1,456929,openstack-infra/git-review,1,1,25612
0,450635,openstack/fuel-ostf,1,1,19884
0,328317,openstack/nova-powervm,2,2,16710
0,337502,openstack-dev/ci-sandbox,1,0,21976
1,458884,openstack/heat,78,54,17505
0,356020,openstack/nova,11,0,21718
0,392897,openstack/rally,51,82,10475
0,337311,openstack-dev/ci-sandbox,1,0,21976
0,423282,openstack/fuel-library,6,6,9037
0,337193,openstack-dev/ci-sandbox,1,0,21976
0,413414,openstack-dev/ci-sandbox,0,0,23729
0,406977,openstack/nova,11,0,6062
1,458156,openstack/kolla-ansible,78,16,8157
0,427903,openstack/nova,95,10,4393
0,390303,openstack-dev/sandbox,1,0,21340
0,385075,openstack/fuel-ccp,12,4,18805
1,450552,openstack/kolla-ansible,2,2,22165
1,360112,openstack-infra/log_processor,8,2,6039
1,455139,openstack/vitrage,2,2,20401
0,343263,openstack-dev/ci-sandbox,1,0,22495
0,338120,openstack-dev/ci-sandbox,1,0,21976
0,345209,openstack-dev/ci-sandbox,1,0,22495
1,250648,openstack/ironic-specs,148,0,13719
1,415296,openstack/fuel-library,64,8,9037
1,452055,openstack/nova,127,0,8556
1,437969,openstack/openstack-ansible,159,10,17068
0,338448,openstack-dev/ci-sandbox,1,0,22495
1,322471,openstack/python-swiftclient,5,1,21900
1,444201,openstack/ironic,83,0,9542
0,396218,openstack/nova,79,36,21284
0,337523,openstack-dev/ci-sandbox,1,0,21976
1,447990,openstack/fuel-qa,1,1,19884
1,440976,openstack/neutron-fwaas,27,5,8124
1,372933,openstack/tripleo-incubator,1,1,22020
0,338065,openstack-dev/ci-sandbox,1,0,21976
0,437829,openstack/rally,182,0,23435
0,343429,openstack-dev/ci-sandbox,1,0,22495
0,397578,openstack/nova,85,1,15888
0,435885,openstack-dev/ci-sandbox,1,1,23754
1,252056,openstack-dev/devstack,4,0,4523
1,165908,openstack/oslo.policy,77,22,2218
1,256091,openstack/cinder,188,7,9236
1,200034,openstack-infra/zuul,20,45,16068
1,449853,openstack/karbor,17,0,18266
0,365132,openstack-dev/sandbox,1,0,23426
1,442876,openstack/ironic-inspector,37,14,20462
0,390304,openstack-dev/sandbox,0,0,23961
1,342170,openstack/horizon,249,0,6763
1,344059,openstack/monasca-persister,714,2,18286
0,347237,openstack-dev/ci-sandbox,1,0,22495
1,396811,openstack/nova,184,9,21111
0,337654,openstack-dev/ci-sandbox,1,0,21976
1,365574,openstack/glance_store,20,10,21428
1,424006,openstack/fuel-ostf,3,3,19935
0,412402,openstack-dev/ci-sandbox,0,0,23729
1,346302,openstack-dev/ci-sandbox,1,0,22495
1,290898,openstack/neutron-vpnaas,174,0,12403
1,457765,openstack/ironic-inspector-specs,95,25,18653
0,424805,openstack-dev/devstack,1,1,9152
0,336839,openstack-dev/ci-sandbox,1,0,21976
1,452153,openstack/python-glanceclient,1,1,25571
0,347328,openstack-dev/ci-sandbox,1,0,22495
1,374661,openstack/nova,52,42,18603
1,361049,openstack/fuel-specs,444,0,6623
0,446136,openstack/neutron,70,27,19283
1,454672,openstack/zaqar,14,4,6484
1,447262,openstack/kolla-ansible,3,3,22165
1,413397,openstack-dev/sandbox,3,0,24308
0,327316,openstack-dev/sandbox,1,0,22229
1,330724,openstack/openstack,4,0,6486
1,455069,openstack/vitrage,1,1,22259
0,399509,openstack-dev/ci-sandbox,1,0,23613
1,415894,openstack/ironic-specs,213,0,10206
1,424729,openstack/ironic-python-agent,576,0,18904
0,433125,openstack/neutron,182,67,8726
0,338601,openstack-dev/ci-sandbox,1,1,21990
0,321550,openstack-dev/ci-sandbox,0,0,21193
0,458881,openstack/fuel-library,176,1,7468
1,431793,openstack/horizon,10,95,21113
0,453217,openstack/sahara,19,1,8932
0,316572,openstack-dev/ci-sandbox,1,11,21817
0,419642,openstack/neutron,21,2,11975
1,423000,openstack/vitrage-specs,176,0,24666
0,361443,openstack/neutron,267,66,22218
1,423973,openstack/kolla-kubernetes,6,0,2834
1,456753,openstack/interop,64,13,7822
0,346303,openstack-dev/ci-sandbox,1,0,22495
1,344898,openstack/swift,29,8,20403
1,409199,openstack/nova,0,2,6873
0,338131,openstack-dev/ci-sandbox,1,0,21976
0,411533,openstack-dev/ci-sandbox,0,0,6805
0,346460,openstack-dev/ci-sandbox,1,0,22495
0,337449,openstack-dev/ci-sandbox,1,0,21976
1,437903,openstack-dev/sandbox,2,0,13444
1,281757,openstack/fuel-astute,95,6,18747
1,238948,openstack-infra/zuul,8,2,15215
0,416166,openstack/nova,505,13,12582
1,457823,openstack-infra/system-config,62,11,4146
1,458034,openstack/nova-specs,1,1,25632
1,345081,openstack/ironic,55,0,10343
1,280056,openstack/taskflow,41,23,1297
1,269928,openstack-infra/infra-specs,143,0,1
1,455629,openstack/keystone-specs,189,0,782
1,452754,openstack/kolla-ansible,102,0,19316
1,427425,openstack/ironic-tempest-plugin,28,6,22860
0,343555,openstack-dev/ci-sandbox,1,0,22495
0,458004,openstack/nova,18,0,5754
0,337425,openstack-dev/ci-sandbox,1,0,21976
0,322387,openstack/neutron,80,58,20076
0,338932,openstack-dev/ci-sandbox,1,0,22495
0,336834,openstack-dev/ci-sandbox,1,0,21976
1,456491,openstack/kolla-ansible,3,7,8157
1,441923,openstack/project-team-guide,206,0,782
0,343542,openstack/nova,91,33,21239
1,422404,openstack/trove,13,6,22694
1,435432,openstack/nova,14,6,2750
0,367165,openstack-dev/sandbox,0,0,22559
0,308148,openstack/cinder,120,141,15961
0,156991,openstack/rally,221,23,14138
1,451800,openstack/nova,10,3,10135
1,257251,openstack-infra/zuul,4,4,16986
0,336995,openstack-dev/ci-sandbox,1,0,22495
1,448228,openstack/cyborg,268,0,13692
1,434912,openstack/fuel-plugin-calico,98,92,14946
0,340730,openstack-dev/ci-sandbox,1,0,22495
0,316569,openstack-dev/ci-sandbox,3,1,21817
1,427633,openstack/compute-hyperv,29,10,8213
1,433858,openstack/trove,95,95,18602
1,453992,openstack/glare,6,6,25073
0,290302,openstack/nova,28,9,15648
0,323092,openstack-dev/ci-sandbox,1,0,21976
0,347337,openstack-dev/ci-sandbox,1,0,22495
0,398803,openstack-dev/ci-sandbox,0,0,23729
1,286228,openstack/cloudcafe,0,1,20725
0,367047,openstack-dev/sandbox,0,0,22559
1,408286,openstack/pyeclib,30,0,15343
1,418100,openstack/nova,33,5,8864
0,458739,openstack/nova,435,433,5754
0,390705,openstack/nova,1,17,19760
0,411698,openstack-dev/ci-sandbox,0,0,23729
1,422832,openstack/networking-extreme,1,1,5367
1,342104,openstack/manila-specs,631,0,16305
1,329392,openstack/manila-specs,411,0,15100
1,428387,openstack/neutron-lib,278,7,5367
1,415719,openstack/fuel-docs,3,2,8148
1,353085,openstack/stackviz,1105,31,17001
0,443400,openstack/neutron,103,3,23822
0,343521,openstack-dev/ci-sandbox,1,0,22495
0,337710,openstack-dev/ci-sandbox,1,0,21976
1,452022,openstack/oslo.i18n,3,3,9414
0,453355,openstack/neutron,1273,1387,13717
0,236450,openstack/fuel-web,1,1,5263
1,432260,openstack/python-openstackclient,74,17,16688
1,311501,openstack/giftwrap,127,17,167
0,338811,openstack-dev/ci-sandbox,1,1,21990
0,338937,openstack-dev/ci-sandbox,1,0,22495
0,424468,openstack/neutron,576,11,9531
1,449400,openstack/tosca-parser,11,11,22863
0,450633,openstack/fuel-ostf,1,1,19884
1,279070,openstack/ironic-specs,171,0,7711
0,373412,openstack/fuel-web,32,4,20384
1,422259,openstack/nova,43,11,18335
1,456875,openstack/networking-midonet,2,2,6854
0,360490,openstack-dev/devstack,74,3,16690
1,436448,openstack-infra/project-config,47,0,11604
1,325840,openstack/charm-neutron-gateway,60,4,21796
1,390109,openstack/solum-specs,1,1,20826
1,458858,openstack/tripleo-heat-templates,2,0,6928
0,413914,openstack-dev/ci-sandbox,0,0,23729
1,445417,openstack-dev/sandbox,1,0,25323
0,456041,openstack/rpm-packaging,2,71,17130
1,360853,openstack/kolla-kubernetes,20,0,9237
1,430599,openstack/pyeclib,2,2,4608
0,338100,openstack-dev/ci-sandbox,1,0,21976
0,343460,openstack-dev/ci-sandbox,1,0,22495
1,449059,openstack/fuel-library,14,2,16771
0,412888,openstack-dev/ci-sandbox,0,0,23729
0,347322,openstack-dev/ci-sandbox,1,0,22495
1,457431,openstack/cinder,2,0,15054
0,337729,openstack-dev/ci-sandbox,1,0,21976
1,219981,openstack/nova,12,14,2271
0,328315,openstack/nova-powervm,1,1,16710
1,458585,openstack/swift,82,52,7847
1,453982,openstack/networking-midonet,3,0,6854
0,334973,openstack-dev/ci-sandbox,1,0,21976
1,246037,openstack-infra/nodepool,14,0,6039
0,455724,openstack/sahara,27,20,16625
0,337506,openstack-dev/ci-sandbox,1,0,21976
0,413393,openstack-dev/ci-sandbox,0,0,23729
1,456651,openstack/kolla-ansible,4,0,19316
1,457960,openstack/python-openstackclient,1,0,15334
1,451780,openstack/kolla-ansible,2,2,8157
0,282323,openstack-dev/ci-sandbox,0,0,17627
0,336860,openstack-dev/ci-sandbox,1,0,21976
0,343288,openstack-dev/ci-sandbox,1,0,22495
1,424883,openstack/heat,19,14,4257
0,410069,openstack-dev/ci-sandbox,1,0,19774
0,343553,openstack-dev/ci-sandbox,1,0,22495
0,414905,openstack-dev/ci-sandbox,0,0,23729
1,459008,openstack/puppet-openstack_extras,3,3,14985
0,347326,openstack-dev/ci-sandbox,1,0,22495
1,342060,openstack/python-ironicclient,62,0,17270
1,455303,openstack/tempest,16,4,7350
0,335050,openstack-dev/ci-sandbox,1,0,21976
1,346106,openstack/swift,103,6,7847
1,451706,openstack/fuxi,0,6,23958
1,443750,openstack/swift,18,1,7847
0,345010,openstack/vmware-nsx,7,0,4395
1,445371,openstack/congress,107,55,11278
0,342777,openstack-dev/ci-sandbox,1,0,22495
1,400071,openstack/monasca-agent,47,21,16168
1,444290,openstack/ec2-api,2,2,19065
0,336832,openstack-dev/ci-sandbox,1,0,21976
0,393560,openstack/nova,153,12,7634
1,457235,openstack/glance,2,4,20401
0,346930,openstack-dev/ci-sandbox,1,0,22495
0,340841,openstack/fuel-web,83,27,22570
0,338685,openstack-dev/ci-sandbox,1,0,22495
1,236536,openstack/powervc-driver,1,1,5263
1,391415,openstack/nova,152,123,22255
1,442695,openstack/charm-ceph,294,70,20805
1,449440,openstack/kolla-ansible,5,0,24013
0,329432,openstack/rally,651,0,18618
0,412436,openstack-dev/ci-sandbox,0,0,23729
1,289664,openstack/swift,79,1,2622
1,393711,openstack/nova,16,15,15334
1,393250,openstack/horizon,20,6,5044
0,343885,openstack-dev/sandbox,1,0,22853
0,458548,openstack/nova,1,1,5754
1,334275,openstack/manila,28,54,15100
1,457520,openstack/fuel-library,4,4,13344
0,434927,openstack/nova,1,0,7102
1,108252,openstack/entropy,32,2,9608
1,450714,openstack/networking-baremetal,128,5,14525
1,458486,openstack/swift,16,21,23449
0,430890,openstack/nova,36,6,782
1,449108,openstack/glance,39,3,17814
1,404839,openstack/ironic,34,12,12356
1,459023,openstack/liberasurecode,14,145,15343
0,322674,openstack-dev/ci-sandbox,1,0,21976
0,334605,openstack-dev/ci-sandbox,1,0,21976
0,450383,openstack/nova,266,118,9555
0,420720,openstack/rally,4,2,12712
0,338400,openstack-dev/ci-sandbox,1,0,22495
0,451732,openstack/charm-glance,444,100,935
1,442688,openstack/charm-barbican,1,0,20805
0,337426,openstack-dev/ci-sandbox,1,0,21976
0,346326,openstack-dev/ci-sandbox,1,0,22495
0,442711,openstack/charm-heat,510,72,20805
1,213712,openstack/fuel-main,5,2,8362
0,458888,openstack/fuel-web,2,2,14610
1,368264,openstack/swift3,92,43,15343
0,320163,openstack/nova,23,4,18339
0,408242,openstack/nova,109,81,7730
1,330952,openstack/os-testr,2,1,5689
1,458774,openstack/governance,1,1,308
0,441591,openstack/fuel-plugin-contrail,5,4,17960
0,431038,openstack/nova,10,0,15334
0,453529,openstack/charm-rabbitmq-server,6183,115,20870
1,455093,openstack/kolla-kubernetes,21,21,2834
0,418881,openstack/nova,32,0,782
0,415144,openstack/neutron,643,8,7715
1,458936,openstack-infra/system-config,0,22,8482
0,383436,openstack/cinder,118,0,4523
0,422268,openstack-dev/ci-sandbox,1,1,24757
1,407877,openstack/nova,25,56,22868
1,140755,openstack/ec2-driver,0,0,14219
0,337759,openstack-dev/ci-sandbox,1,0,21976
0,429971,openstack/neutron,155,136,7787
0,442709,openstack/charm-hacluster,299,69,20805
0,412206,openstack-dev/ci-sandbox,0,0,23729
0,343260,openstack-dev/ci-sandbox,1,0,22495
1,453323,openstack-infra/system-config,1,1,6987
1,441581,openstack/cloudkitty,49,25,15917
1,365019,openstack/openstack-ansible-specs,161,0,6816
0,456176,openstack/nova,190,0,21813
1,429213,openstack/tempest,0,10,20190
1,455479,openstack/training-guides,108,200,16708
1,458207,openstack/keystone,138,1,11022
1,419274,openstack/python-ironicclient,349,19,18320
0,375548,openstack-dev/sandbox,3,0,23572
0,412189,openstack-dev/ci-sandbox,0,0,23729
0,304488,openstack/fuel-plugin-external-zabbix,733,196,19578
0,447463,openstack/charm-neutron-api,455,105,20870
1,362676,openstack/fuel-qa,251,126,20519
0,456591,openstack/neutron,41,0,17776
0,336014,openstack-dev/ci-sandbox,1,0,21976
1,449771,openstack/python-swiftclient,117,13,15343
1,342334,openstack-dev/sandbox,3,0,18466
0,400991,openstack/fuel-library,108,40,9037
1,455190,openstack/dragonflow,13,0,23958
0,343461,openstack-dev/ci-sandbox,1,0,22495
0,427547,openstack/nova,113,33,2271
1,172680,openstack/gertty,1,1,7725
0,346929,openstack-dev/ci-sandbox,1,0,22495
1,97533,openstack-infra/gear,83,6,10850
1,451838,openstack/freezer,3,6,25067
1,453254,openstack/keystone,23,87,18464
0,337191,openstack-dev/ci-sandbox,1,0,21976
0,380956,openstack/neutron,5,1,20671
1,336159,openstack-dev/ci-sandbox,1,0,21976
0,343334,openstack-dev/ci-sandbox,1,0,22495
1,414320,openstack/tripleo-quickstart,28,3,7294
0,336858,openstack-dev/ci-sandbox,1,0,21976
0,346424,openstack-dev/ci-sandbox,1,0,22495
1,457749,openstack/training-guides,5,5,7198
1,430608,openstack/nova,578,58,7634
1,385400,openstack/gerrit-dash-creator,15,3,6637
0,207792,openstack/fuel-web,1,1,17667
1,336055,openstack/ironic,213,0,7080
0,379902,openstack/murano,5,5,17491
0,432850,openstack/neutron,35,4,17776
1,455214,openstack/nova,65,0,21813
1,456127,openstack/ironic,1164,570,14525
0,347272,openstack/cinder,39,17,14339
0,453991,openstack/nova,12,12,25073
1,392097,openstack/networking-bagpipe,0,0,12021
0,337273,openstack-dev/ci-sandbox,1,0,21976
1,427053,openstack/python-ironicclient,1116,1,13689
0,419906,openstack/fuel-library,65,4,9037
1,421011,openstack/tripleo-specs,387,0,12398
1,334124,openstack-infra/vinz,3,2,6554
0,360671,openstack-dev/sandbox,1,0,23320
0,336383,openstack-dev/ci-sandbox,1,0,21976
0,342851,openstack-dev/ci-sandbox,1,0,22495
1,363767,openstack/fuel-agent,41,55,9542
1,347809,openstack-infra/python-storyboardclient,2,1,16963
1,449885,openstack/ceilometer,4,4,23958
1,454322,openstack/nova,277,8,7156
1,418217,openstack/glance,38,0,20182
0,336202,openstack-dev/ci-sandbox,1,0,21976
0,454758,openstack/sahara,126,42,16625
1,454828,openstack/oslo-specs,436,0,20523
0,396675,openstack-dev/ci-sandbox,1,1,22312
0,337727,openstack-dev/ci-sandbox,1,0,21976
0,336017,openstack-dev/ci-sandbox,1,0,21976
0,343433,openstack-dev/ci-sandbox,1,0,22495
0,322697,openstack-dev/ci-sandbox,2,1,21976
1,439849,openstack/magnum-specs,215,0,21469
0,323109,openstack-dev/ci-sandbox,1,0,21976
1,448316,openstack/glance_store,17,0,21722
1,431149,openstack/nova,2,0,8864
0,346931,openstack-dev/ci-sandbox,1,0,22495
1,457760,openstack/nova-specs,174,0,2
0,249309,openstack/rally,50,0,7369
1,362637,openstack/cinder-specs,148,0,1207
1,457907,openstack/kolla-ansible,11,7,19316
1,334923,openstack/cinder,287,3,16652
1,280088,openstack/ironic-specs,213,0,6610
0,358934,openstack/charm-cinder,28,2343,20635
0,347422,openstack/nova,30,50,21239
0,419979,openstack/nova,14,17,782
1,457229,openstack/heat,70,1,12404
0,435615,openstack/neutron,6,21,9656
0,346328,openstack-dev/ci-sandbox,1,0,22495
1,427405,openstack/ironic-tempest-plugin,4,1,22860
0,451087,openstack-dev/ci-sandbox,0,0,22501
0,452353,openstack-dev/ci-sandbox,0,0,22501
1,441078,openstack/python-heatclient,1,0,22863
0,364331,openstack-dev/sandbox,9,0,23412
1,448457,openstack/nova,54,50,21363
0,348317,openstack/nova,68,2,18339
1,455832,openstack-infra/bindep,70,57,21741
0,336836,openstack-dev/ci-sandbox,1,0,21976
1,281617,openstack/taskflow,70,51,1297
1,448153,openstack/python-cinderclient,1,1,10497
0,291640,openstack/fuel-library,40,27,19560
0,427536,openstack/nova,0,0,23811
0,399335,openstack-dev/ci-sandbox,0,0,23729
1,305541,openstack/swift3,6,5,15343
0,451357,openstack/charm-ceph,390,70,20870
1,451777,openstack/nova,100,9,16688
1,454214,openstack/kolla-ansible,0,3,8157
1,425929,openstack/python-cloudkittyclient,1,1,22816
0,457169,openstack/sahara-tests,2,2,13919
0,338162,openstack-dev/ci-sandbox,1,0,22495
0,420103,openstack/nova,13,7,782
0,411708,openstack-dev/ci-sandbox,0,0,23729
1,404819,openstack/fuel-web,6,1,13344
1,458989,openstack/puppet-barbican,6,6,14985
1,208179,openstack/group-based-policy,1,0,490
1,416089,openstack/storlets,712,114,11317
1,440838,openstack-infra/tripleo-ci,5,1,7144
1,458673,openstack/tripleo-heat-templates,22,1,7144
1,422864,openstack/trove,11,1,10215
0,334954,openstack-dev/ci-sandbox,1,0,21976
1,392454,openstack/designate,0,4,23303
1,371547,openstack-infra/jenkins-job-builder,30,7,20543
0,412425,openstack/fuel-ccp,318,0,19542
1,316040,openstack-dev/ci-sandbox,1,11,21817
0,343522,openstack-dev/ci-sandbox,1,0,22495
0,457068,openstack/vmware-nsx,162,84,9423
0,290245,openstack/rally,16,9,8935
0,445732,openstack/python-fuelclient,5,5,25080
1,394818,openstack-dev/sandbox,1,0,21151
1,428457,openstack/cloudkitty-dashboard,7,0,22816
1,336153,openstack/tripleo-quickstart,46,0,12715
0,438755,openstack/neutron,18,1,8344
0,323291,openstack-dev/ci-sandbox,1,1,21976
0,398891,openstack/nova,44,1,12813
1,438242,openstack/deb-python-swiftclient,7,34,16896
0,294913,openstack/cinder,43,0,9064
0,457372,openstack/rpm-packaging,1,53,17130
1,307040,openstack/python-glanceclient,4,1,12140
0,430594,openstack/sahara-tests,2,0,13919
0,343894,openstack-dev/sandbox,1,0,22859
0,440523,openstack/fuel-ostf,2,2,8786
0,336851,openstack-dev/ci-sandbox,1,0,21976
0,328287,openstack-dev/sandbox,4,0,22005
1,456682,openstack/murano-dashboard,43,1,1390
1,427409,openstack/ironic-tempest-plugin,204,19,22860
1,454793,openstack-infra/system-config,13,65,4162
0,346411,openstack-dev/ci-sandbox,1,0,22495
0,334895,openstack-dev/ci-sandbox,1,0,21976
1,369421,openstack/flame,65,0,9642
1,431431,openstack/python-magnumclient,75,19,10206
0,429973,openstack/neutron,63,169,7787
0,443424,openstack/nova,0,0,17904
1,458734,openstack/zun,0,5,23365
1,434126,openstack/zun,115,1,16277
0,337546,openstack-dev/ci-sandbox,1,0,21976
1,440526,openstack/fuel-ui,1,1,8786
0,400020,openstack-dev/ci-sandbox,1,0,23613
0,337522,openstack-dev/ci-sandbox,1,0,21976
1,457485,openstack/magnum,2,2,8482
1,458948,openstack/openstack-ansible-security,1,1,538
0,387687,openstack/nova,21,5,14924
0,343814,openstack-dev/sandbox,2,0,15287
0,375658,openstack-dev/sandbox,1,1,23651
0,442705,openstack/charm-cinder-ceph,505,71,20805
1,448978,openstack/python-swiftclient,1,2,25456
1,395762,openstack-infra/yaml2ical,73,0,14482
0,378044,openstack/fuel-library,2,0,18677
0,209541,openstack/python-fuelclient,157,1,13376
1,443549,openstack/group-based-policy,721,206,24801
1,445234,openstack/python-zunclient,153,45,11536
1,455242,openstack/proliantutils,18,11,15074
0,338450,openstack-dev/ci-sandbox,1,0,22495
0,337492,openstack-dev/ci-sandbox,1,0,21976
1,446644,openstack/horizon,118,33,8648
1,248218,openstack/fuel-specs,245,0,11708
0,409577,openstack/neutron,335,25,7787
1,344357,openstack-dev/devstack,4,1,22076
0,453904,openstack/neutron,446,3,20378
0,346371,openstack-dev/ci-sandbox,1,0,22495
1,454740,openstack/masakari,31,23,24645
1,403836,openstack/governance,17,0,5263
0,340856,openstack-dev/ci-sandbox,1,0,22495
1,458707,openstack-dev/devstack,7,5,7118
1,390095,openstack/swift-specs,0,5,20826
1,453515,openstack-infra/tripleo-ci,2,0,16515
0,337438,openstack-dev/ci-sandbox,1,0,21976
1,418169,openstack/cloudkitty-dashboard,1,1,21797
0,456573,openstack/nova,3,7,15334
0,397142,openstack-dev/ci-sandbox,0,0,23729
1,433065,openstack/puppet-vitrage,6,6,19134
0,336997,openstack-dev/ci-sandbox,1,0,22495
0,419730,openstack/nova,632,51,20217
1,452617,openstack/storlets,110,57,4608
1,407989,openstack/heat-specs,197,0,8833
1,413341,openstack/python-openstacksdk,44,4,12898
0,427901,openstack/nova,55,50,4393
1,432862,openstack-infra/project-config,60,0,14867
0,340733,openstack-dev/ci-sandbox,1,0,22495
